library,operation,iter,microseconds
PQClean,keygen,306,29.9570
PQClean,keygen,307,30.8420
PQClean,keygen,308,31.6030
PQClean,keygen,309,29.8520
PQClean,keygen,310,41.8760
PQClean,keygen,311,30.7560
PQClean,keygen,312,30.8410
PQClean,keygen,313,30.7760
PQClean,keygen,314,30.8670
PQClean,keygen,315,30.6280
PQClean,keygen,316,30.7390
PQClean,keygen,317,30.6790
PQClean,keygen,318,31.0830
PQClean,keygen,319,30.8150
PQClean,keygen,320,30.5800
PQClean,keygen,321,30.3240
PQClean,keygen,322,30.4420
PQClean,keygen,323,30.9920
PQClean,keygen,324,31.1360
PQClean,keygen,325,29.6440
PQClean,keygen,326,30.1960
PQClean,keygen,327,30.0020
PQClean,keygen,328,29.8270
PQClean,keygen,329,30.5680
PQClean,keygen,330,30.9120
PQClean,keygen,331,31.4710
PQClean,keygen,332,30.0420
PQClean,keygen,333,29.9470
PQClean,keygen,334,30.4090
PQClean,keygen,335,30.3650
PQClean,keygen,336,30.5170
PQClean,keygen,337,30.5980
PQClean,keygen,338,96.2150
PQClean,keygen,339,32.4850
PQClean,keygen,340,30.7640
PQClean,keygen,341,30.8740
PQClean,keygen,342,31.3160
PQClean,keygen,343,30.6320
PQClean,keygen,344,30.8530
PQClean,keygen,345,30.3800
PQClean,keygen,346,30.2900
PQClean,keygen,347,30.4490
PQClean,keygen,348,30.6370
PQClean,keygen,349,30.4360
PQClean,keygen,350,30.3320
PQClean,keygen,351,30.5590
PQClean,keygen,352,30.6900
PQClean,keygen,353,30.3900
PQClean,keygen,354,31.1770
PQClean,keygen,355,30.8910
PQClean,keygen,356,30.7390
PQClean,keygen,357,31.8630
PQClean,keygen,358,30.1540
PQClean,keygen,359,30.0320
PQClean,keygen,360,30.1210
PQClean,keygen,361,29.7810
PQClean,keygen,362,30.7060
PQClean,keygen,363,29.6980
PQClean,keygen,364,29.5700
PQClean,keygen,365,29.8490
PQClean,keygen,366,29.8020
PQClean,keygen,367,31.8310
PQClean,keygen,368,30.6120
PQClean,keygen,369,30.3490
PQClean,keygen,370,31.1700
PQClean,keygen,371,30.5270
PQClean,keygen,372,30.5930
PQClean,keygen,373,38.2130
PQClean,keygen,374,31.8170
PQClean,keygen,375,30.9540
PQClean,keygen,376,33.6570
PQClean,keygen,377,30.6320
PQClean,keygen,378,30.1810
PQClean,keygen,379,30.4280
PQClean,keygen,380,29.9490
PQClean,keygen,381,29.8400
PQClean,keygen,382,29.8590
PQClean,keygen,383,29.9960
PQClean,keygen,384,30.4790
PQClean,keygen,385,30.1520
PQClean,keygen,386,115.3030
PQClean,keygen,387,32.2070
PQClean,keygen,388,30.6200
PQClean,keygen,389,30.8000
PQClean,keygen,390,30.8890
PQClean,keygen,391,30.7340
PQClean,keygen,392,31.6960
PQClean,keygen,393,30.0100
PQClean,keygen,394,30.3000
PQClean,keygen,395,30.3400
PQClean,keygen,396,30.0490
PQClean,keygen,397,29.8480
PQClean,keygen,398,38.4450
PQClean,keygen,399,30.3010
PQClean,keygen,400,32.1010
PQClean,keygen,401,29.6970
PQClean,keygen,402,30.1070
PQClean,keygen,403,30.0330
PQClean,keygen,404,30.0820
PQClean,keygen,405,29.7450
PQClean,keygen,406,29.6110
PQClean,keygen,407,29.7480
PQClean,keygen,408,30.1720
PQClean,keygen,409,29.6720
PQClean,keygen,410,30.3620
PQClean,keygen,411,30.0730
PQClean,keygen,412,29.5830
PQClean,keygen,413,30.1870
PQClean,keygen,414,29.9760
PQClean,keygen,415,29.8460
PQClean,keygen,416,30.1650
PQClean,keygen,417,30.1100
PQClean,keygen,418,29.8070
PQClean,keygen,419,30.1490
PQClean,keygen,420,29.9060
PQClean,keygen,421,29.7300
PQClean,keygen,422,29.9990
PQClean,keygen,423,29.6390
PQClean,keygen,424,29.6600
PQClean,keygen,425,29.7930
PQClean,keygen,426,29.8820
PQClean,keygen,427,30.0630
PQClean,keygen,428,30.0470
PQClean,keygen,429,30.1000
PQClean,keygen,430,29.9810
PQClean,keygen,431,30.0750
PQClean,keygen,432,30.4870
PQClean,keygen,433,30.7740
PQClean,keygen,434,31.1220
PQClean,keygen,435,37.0250
PQClean,keygen,436,31.6200
PQClean,keygen,437,30.3840
PQClean,keygen,438,30.4220
PQClean,keygen,439,30.2690
PQClean,keygen,440,30.2060
PQClean,keygen,441,29.8030
PQClean,keygen,442,30.1300
PQClean,keygen,443,29.6760
PQClean,keygen,444,29.7750
PQClean,keygen,445,30.1030
PQClean,keygen,446,30.6600
PQClean,keygen,447,31.0210
PQClean,keygen,448,31.7660
PQClean,keygen,449,30.1940
PQClean,keygen,450,31.7460
PQClean,keygen,451,30.0920
PQClean,keygen,452,29.3710
PQClean,keygen,453,29.8210
PQClean,keygen,454,30.0210
PQClean,keygen,455,29.8250
PQClean,keygen,456,30.2470
PQClean,keygen,457,29.9290
PQClean,keygen,458,30.0450
PQClean,keygen,459,30.7740
PQClean,keygen,460,30.3630
PQClean,keygen,461,30.4980
PQClean,keygen,462,30.2970
PQClean,keygen,463,33.0070
PQClean,keygen,464,29.6530
PQClean,keygen,465,29.9660
PQClean,keygen,466,29.9970
PQClean,keygen,467,30.1120
PQClean,keygen,468,30.6930
PQClean,keygen,469,30.0800
PQClean,keygen,470,29.6260
PQClean,keygen,471,29.7820
PQClean,keygen,472,30.0900
PQClean,keygen,473,30.2360
PQClean,keygen,474,29.9570
PQClean,keygen,475,29.7370
PQClean,keygen,476,29.8200
PQClean,keygen,477,30.5370
PQClean,keygen,478,30.1930
PQClean,keygen,479,29.8850
PQClean,keygen,480,29.9330
PQClean,keygen,481,29.9620
PQClean,keygen,482,30.2420
PQClean,keygen,483,31.0740
PQClean,keygen,484,30.6260
PQClean,keygen,485,30.6690
PQClean,keygen,486,30.8570
PQClean,keygen,487,30.4920
PQClean,keygen,488,30.7080
PQClean,keygen,489,30.6830
PQClean,keygen,490,31.8640
PQClean,keygen,491,29.8580
PQClean,keygen,492,29.8040
PQClean,keygen,493,37.2640
PQClean,keygen,494,31.9320
PQClean,keygen,495,31.2230
PQClean,keygen,496,32.0470
PQClean,keygen,497,30.5300
PQClean,keygen,498,30.4890
PQClean,keygen,499,29.8540
PQClean,keygen,500,30.5290
PQClean,keygen,501,29.7550
PQClean,keygen,502,29.8240
PQClean,keygen,503,30.3010
PQClean,keygen,504,30.1660
PQClean,keygen,505,30.3500
PQClean,keygen,506,30.0260
PQClean,keygen,507,30.2710
PQClean,keygen,508,29.7660
PQClean,keygen,509,30.4060
PQClean,keygen,510,29.5670
PQClean,keygen,511,30.2020
PQClean,keygen,512,30.3180
PQClean,keygen,513,30.0110
PQClean,keygen,514,30.6160
PQClean,keygen,515,30.4240
PQClean,keygen,516,30.1780
PQClean,keygen,517,29.6720
PQClean,keygen,518,29.9740
PQClean,keygen,519,30.3680
PQClean,keygen,520,30.0800
PQClean,keygen,521,30.1930
PQClean,keygen,522,29.9620
PQClean,keygen,523,29.9560
PQClean,keygen,524,30.3630
PQClean,keygen,525,30.7010
PQClean,keygen,526,30.7400
PQClean,keygen,527,31.5040
PQClean,keygen,528,30.4310
PQClean,keygen,529,31.2590
PQClean,keygen,530,30.4790
PQClean,keygen,531,30.5490
PQClean,keygen,532,30.5830
PQClean,keygen,533,30.1200
PQClean,keygen,534,30.4280
PQClean,keygen,535,30.6580
PQClean,keygen,536,30.5110
PQClean,keygen,537,30.2870
PQClean,keygen,538,30.4560
PQClean,keygen,539,30.6860
PQClean,keygen,540,30.7210
PQClean,keygen,541,32.0000
PQClean,keygen,542,29.3510
PQClean,keygen,543,29.8680
PQClean,keygen,544,29.5290
PQClean,keygen,545,29.7740
PQClean,keygen,546,29.8770
PQClean,keygen,547,29.2890
PQClean,keygen,548,29.9210
PQClean,keygen,549,35.3760
PQClean,keygen,550,30.6980
PQClean,keygen,551,30.2130
PQClean,keygen,552,30.3060
PQClean,keygen,553,30.4000
PQClean,keygen,554,30.3300
PQClean,keygen,555,29.9640
PQClean,keygen,556,29.7200
PQClean,keygen,557,29.9090
PQClean,keygen,558,30.2500
PQClean,keygen,559,29.8620
PQClean,keygen,560,29.8140
PQClean,keygen,561,29.7010
PQClean,keygen,562,29.7220
PQClean,keygen,563,29.7820
PQClean,keygen,564,30.2280
PQClean,keygen,565,29.4290
PQClean,keygen,566,30.2400
PQClean,keygen,567,30.3560
PQClean,keygen,568,29.6850
PQClean,keygen,569,29.6510
PQClean,keygen,570,29.9100
PQClean,keygen,571,29.8400
PQClean,keygen,572,29.3370
PQClean,keygen,573,29.5550
PQClean,keygen,574,29.5290
PQClean,keygen,575,29.8750
PQClean,keygen,576,29.6970
PQClean,keygen,577,29.9310
PQClean,keygen,578,30.4900
PQClean,keygen,579,110.2860
PQClean,keygen,580,32.6530
PQClean,keygen,581,31.3410
PQClean,keygen,582,31.2380
PQClean,keygen,583,30.6270
PQClean,keygen,584,31.5690
PQClean,keygen,585,30.1230
PQClean,keygen,586,29.9490
PQClean,keygen,587,29.9640
PQClean,keygen,588,29.8340
PQClean,keygen,589,30.0430
PQClean,keygen,590,29.8720
PQClean,keygen,591,30.0090
PQClean,keygen,592,29.9900
PQClean,keygen,593,29.7730
PQClean,keygen,594,30.0890
PQClean,keygen,595,30.0020
PQClean,keygen,596,30.0420
PQClean,keygen,597,30.0130
PQClean,keygen,598,30.0650
PQClean,keygen,599,30.0030
PQClean,keygen,600,29.9410
PQClean,keygen,601,30.0340
PQClean,keygen,602,30.1280
PQClean,keygen,603,29.7760
PQClean,keygen,604,35.7470
PQClean,keygen,605,31.1010
PQClean,keygen,606,30.1430
PQClean,keygen,607,30.9590
PQClean,keygen,608,30.1320
PQClean,keygen,609,30.0150
PQClean,keygen,610,30.3130
PQClean,keygen,611,30.8710
PQClean,keygen,612,31.6920
PQClean,keygen,613,30.4870
PQClean,keygen,614,29.9740
PQClean,keygen,615,30.7830
PQClean,keygen,616,30.6070
PQClean,keygen,617,32.6440
PQClean,keygen,618,29.8870
PQClean,keygen,619,29.9560
PQClean,keygen,620,29.6430
PQClean,keygen,621,29.8650
PQClean,keygen,622,30.1070
PQClean,keygen,623,30.0800
PQClean,keygen,624,30.1020
PQClean,keygen,625,29.7000
PQClean,keygen,626,29.9000
PQClean,keygen,627,30.0890
PQClean,keygen,628,29.9490
PQClean,keygen,629,30.0070
PQClean,keygen,630,30.2550
PQClean,keygen,631,29.7400
PQClean,keygen,632,29.9480
PQClean,keygen,633,29.7670
PQClean,keygen,634,29.5230
PQClean,keygen,635,29.9260
PQClean,keygen,636,29.5980
PQClean,keygen,637,29.9850
PQClean,keygen,638,30.0710
PQClean,keygen,639,29.9280
PQClean,keygen,640,29.7900
PQClean,keygen,641,29.7370
PQClean,keygen,642,30.5900
PQClean,keygen,643,30.5430
PQClean,keygen,644,32.1250
PQClean,keygen,645,30.5980
PQClean,keygen,646,30.1880
PQClean,keygen,647,30.5800
PQClean,keygen,648,30.5150
PQClean,keygen,649,131.2210
PQClean,keygen,650,33.7850
PQClean,keygen,651,31.4250
PQClean,keygen,652,30.9400
PQClean,keygen,653,30.6330
PQClean,keygen,654,30.9960
PQClean,keygen,655,30.7080
PQClean,keygen,656,30.9230
PQClean,keygen,657,31.0710
PQClean,keygen,658,38.7410
PQClean,keygen,659,32.1740
PQClean,keygen,660,31.8130
PQClean,keygen,661,32.5100
PQClean,keygen,662,31.0790
PQClean,keygen,663,30.6280
PQClean,keygen,664,31.3700
PQClean,keygen,665,30.2410
PQClean,keygen,666,31.0210
PQClean,keygen,667,30.5480
PQClean,keygen,668,30.9040
PQClean,keygen,669,30.9420
PQClean,keygen,670,30.9810
PQClean,keygen,671,31.0590
PQClean,keygen,672,30.4260
PQClean,keygen,673,31.3470
PQClean,keygen,674,31.5660
PQClean,keygen,675,31.2970
PQClean,keygen,676,31.2910
PQClean,keygen,677,31.5250
PQClean,keygen,678,31.1920
PQClean,keygen,679,30.7910
PQClean,keygen,680,31.6030
PQClean,keygen,681,31.3340
PQClean,keygen,682,30.4430
PQClean,keygen,683,31.8010
PQClean,keygen,684,31.3200
PQClean,keygen,685,30.5940
PQClean,keygen,686,31.8920
PQClean,keygen,687,32.2200
PQClean,keygen,688,32.2100
PQClean,keygen,689,30.6930
PQClean,keygen,690,32.5300
PQClean,keygen,691,36.3670
PQClean,keygen,692,29.9710
PQClean,keygen,693,30.2860
PQClean,keygen,694,30.5180
PQClean,keygen,695,31.0410
PQClean,keygen,696,31.0390
PQClean,keygen,697,30.7970
PQClean,keygen,698,30.2390
PQClean,keygen,699,46.2780
PQClean,keygen,700,30.0820
PQClean,keygen,701,38.2590
PQClean,keygen,702,31.5490
PQClean,keygen,703,32.0420
PQClean,keygen,704,30.6900
PQClean,keygen,705,30.9390
PQClean,keygen,706,30.4470
PQClean,keygen,707,30.3030
PQClean,keygen,708,29.9850
PQClean,keygen,709,30.2960
PQClean,keygen,710,30.6030
PQClean,keygen,711,30.8850
PQClean,keygen,712,30.9140
PQClean,keygen,713,30.7530
PQClean,keygen,714,31.1910
PQClean,keygen,715,31.8880
PQClean,keygen,716,31.5760
PQClean,keygen,717,29.6590
PQClean,keygen,718,29.9920
PQClean,keygen,719,29.9210
PQClean,keygen,720,29.9530
PQClean,keygen,721,39.5340
PQClean,keygen,722,31.3000
PQClean,keygen,723,29.9400
PQClean,keygen,724,30.3910
PQClean,keygen,725,30.2380
PQClean,keygen,726,30.1910
PQClean,keygen,727,30.3920
PQClean,keygen,728,29.5920
PQClean,keygen,729,29.7440
PQClean,keygen,730,30.1710
PQClean,keygen,731,29.6580
PQClean,keygen,732,30.5680
PQClean,keygen,733,103.9230
PQClean,keygen,734,36.7670
PQClean,keygen,735,31.3880
PQClean,keygen,736,30.8850
PQClean,keygen,737,31.3720
PQClean,keygen,738,30.3200
PQClean,keygen,739,30.0910
PQClean,keygen,740,29.3690
PQClean,keygen,741,30.5070
PQClean,keygen,742,29.9830
PQClean,keygen,743,30.0980
PQClean,keygen,744,29.9250
PQClean,keygen,745,29.5430
PQClean,keygen,746,29.8680
PQClean,keygen,747,29.7580
PQClean,keygen,748,29.8680
PQClean,keygen,749,29.7350
PQClean,keygen,750,29.6790
PQClean,keygen,751,30.2120
PQClean,keygen,752,29.9400
PQClean,keygen,753,30.1050
PQClean,keygen,754,29.9960
PQClean,keygen,755,30.0350
PQClean,keygen,756,29.9820
PQClean,keygen,757,29.8550
PQClean,keygen,758,30.0930
PQClean,keygen,759,29.8690
PQClean,keygen,760,29.6570
PQClean,keygen,761,29.6660
PQClean,keygen,762,30.4960
PQClean,keygen,763,30.4110
PQClean,keygen,764,32.1730
PQClean,keygen,765,30.1380
PQClean,keygen,766,30.6260
PQClean,keygen,767,31.6970
PQClean,keygen,768,29.7110
PQClean,keygen,769,29.9390
PQClean,keygen,770,29.9480
PQClean,keygen,771,30.0010
PQClean,keygen,772,30.0140
PQClean,keygen,773,29.6130
PQClean,keygen,774,30.2670
PQClean,keygen,775,30.0030
PQClean,keygen,776,35.4630
PQClean,keygen,777,30.7980
PQClean,keygen,778,30.2050
PQClean,keygen,779,30.2190
PQClean,keygen,780,30.7040
PQClean,keygen,781,29.7650
PQClean,keygen,782,30.0110
PQClean,keygen,783,30.1470
PQClean,keygen,784,29.7790
PQClean,keygen,785,29.9880
PQClean,keygen,786,29.5590
PQClean,keygen,787,29.8330
PQClean,keygen,788,29.8080
PQClean,keygen,789,29.7300
PQClean,keygen,790,29.9980
PQClean,keygen,791,30.0440
PQClean,keygen,792,30.0700
PQClean,keygen,793,30.0830
PQClean,keygen,794,30.4540
PQClean,keygen,795,30.6860
PQClean,keygen,796,32.0150
PQClean,keygen,797,30.0470
PQClean,keygen,798,30.6910
PQClean,keygen,799,31.7280
PQClean,keygen,800,30.0220
PQClean,keygen,801,29.9020
PQClean,keygen,802,29.9720
PQClean,keygen,803,29.8680
PQClean,keygen,804,30.1970
PQClean,keygen,805,29.9490
PQClean,keygen,806,30.0150
PQClean,keygen,807,29.9700
PQClean,keygen,808,30.0600
PQClean,keygen,809,29.7320
PQClean,keygen,810,29.8140
PQClean,keygen,811,29.9950
PQClean,keygen,812,29.8830
PQClean,keygen,813,29.7980
PQClean,keygen,814,29.6030
PQClean,keygen,815,29.6820
PQClean,keygen,816,30.0190
PQClean,keygen,817,29.8660
PQClean,keygen,818,29.3400
PQClean,keygen,819,29.5000
PQClean,keygen,820,29.8360
PQClean,keygen,821,29.8540
PQClean,keygen,822,29.9470
PQClean,keygen,823,30.0670
PQClean,keygen,824,30.0410
PQClean,keygen,825,29.9470
PQClean,keygen,826,30.1120
PQClean,keygen,827,30.6380
PQClean,keygen,828,31.2650
PQClean,keygen,829,30.1400
PQClean,keygen,830,30.4180
PQClean,keygen,831,30.8420
PQClean,keygen,832,30.6970
PQClean,keygen,833,30.5570
PQClean,keygen,834,37.6460
PQClean,keygen,835,32.3500
PQClean,keygen,836,30.5720
PQClean,keygen,837,30.2330
PQClean,keygen,838,30.1640
PQClean,keygen,839,29.8790
PQClean,keygen,840,29.9560
PQClean,keygen,841,29.7970
PQClean,keygen,842,29.9940
PQClean,keygen,843,29.8060
PQClean,keygen,844,30.5120
PQClean,keygen,845,29.9520
PQClean,keygen,846,29.9070
PQClean,keygen,847,29.9190
PQClean,keygen,848,30.0580
PQClean,keygen,849,29.6380
PQClean,keygen,850,30.0880
PQClean,keygen,851,30.1190
PQClean,keygen,852,30.0590
PQClean,keygen,853,29.8260
PQClean,keygen,854,29.8670
PQClean,keygen,855,29.7980
PQClean,keygen,856,29.6850
PQClean,keygen,857,29.7770
PQClean,keygen,858,30.3260
PQClean,keygen,859,30.2050
PQClean,keygen,860,31.9540
PQClean,keygen,861,29.9360
PQClean,keygen,862,89.4770
PQClean,keygen,863,33.7630
PQClean,keygen,864,30.1030
PQClean,keygen,865,30.4040
PQClean,keygen,866,30.5400
PQClean,keygen,867,29.7030
PQClean,keygen,868,29.4670
PQClean,keygen,869,30.0740
PQClean,keygen,870,29.8730
PQClean,keygen,871,29.8570
