library,operation,iter,microseconds
mlkem-native,keygen,503,15.4480
mlkem-native,keygen,504,15.3380
mlkem-native,keygen,505,15.4860
mlkem-native,keygen,506,15.4960
mlkem-native,keygen,507,15.5660
mlkem-native,keygen,508,15.4000
mlkem-native,keygen,509,15.4520
mlkem-native,keygen,510,15.5330
mlkem-native,keygen,511,15.9440
mlkem-native,keygen,512,15.9470
mlkem-native,keygen,513,15.6300
mlkem-native,keygen,514,15.5850
mlkem-native,keygen,515,15.5120
mlkem-native,keygen,516,15.6870
mlkem-native,keygen,517,15.4660
mlkem-native,keygen,518,15.4880
mlkem-native,keygen,519,15.5640
mlkem-native,keygen,520,15.3970
mlkem-native,keygen,521,15.4650
mlkem-native,keygen,522,15.3330
mlkem-native,keygen,523,15.6030
mlkem-native,keygen,524,15.6730
mlkem-native,keygen,525,15.6950
mlkem-native,keygen,526,15.5300
mlkem-native,keygen,527,15.3770
mlkem-native,keygen,528,16.9070
mlkem-native,keygen,529,17.0200
mlkem-native,keygen,530,16.3820
mlkem-native,keygen,531,15.7050
mlkem-native,keygen,532,15.7850
mlkem-native,keygen,533,15.9010
mlkem-native,keygen,534,15.8810
mlkem-native,keygen,535,15.7670
mlkem-native,keygen,536,15.9500
mlkem-native,keygen,537,15.7860
mlkem-native,keygen,538,15.8160
mlkem-native,keygen,539,16.2120
mlkem-native,keygen,540,15.9490
mlkem-native,keygen,541,16.0480
mlkem-native,keygen,542,15.8520
mlkem-native,keygen,543,15.8850
mlkem-native,keygen,544,15.9910
mlkem-native,keygen,545,16.5750
mlkem-native,keygen,546,15.6650
mlkem-native,keygen,547,15.5150
mlkem-native,keygen,548,15.4020
mlkem-native,keygen,549,15.5090
mlkem-native,keygen,550,15.4030
mlkem-native,keygen,551,15.6880
mlkem-native,keygen,552,15.7000
mlkem-native,keygen,553,16.7020
mlkem-native,keygen,554,16.5220
mlkem-native,keygen,555,15.5330
mlkem-native,keygen,556,15.5190
mlkem-native,keygen,557,15.8110
mlkem-native,keygen,558,15.5590
mlkem-native,keygen,559,15.5840
mlkem-native,keygen,560,16.9380
mlkem-native,keygen,561,16.9620
mlkem-native,keygen,562,16.6890
mlkem-native,keygen,563,15.6660
mlkem-native,keygen,564,15.6570
mlkem-native,keygen,565,15.4760
mlkem-native,keygen,566,15.6250
mlkem-native,keygen,567,15.6180
mlkem-native,keygen,568,15.6790
mlkem-native,keygen,569,15.6470
mlkem-native,keygen,570,16.7750
mlkem-native,keygen,571,16.6480
mlkem-native,keygen,572,15.4970
mlkem-native,keygen,573,15.7420
mlkem-native,keygen,574,15.3170
mlkem-native,keygen,575,15.6200
mlkem-native,keygen,576,16.6980
mlkem-native,keygen,577,15.5890
mlkem-native,keygen,578,15.3260
mlkem-native,keygen,579,15.4670
mlkem-native,keygen,580,21.9710
mlkem-native,keygen,581,16.8140
mlkem-native,keygen,582,16.8400
mlkem-native,keygen,583,16.7810
mlkem-native,keygen,584,16.8860
mlkem-native,keygen,585,16.8080
mlkem-native,keygen,586,15.6310
mlkem-native,keygen,587,15.4790
mlkem-native,keygen,588,15.7150
mlkem-native,keygen,589,15.5210
mlkem-native,keygen,590,15.6160
mlkem-native,keygen,591,15.5110
mlkem-native,keygen,592,16.6610
mlkem-native,keygen,593,16.5000
mlkem-native,keygen,594,15.4320
