library,operation,iter,microseconds
mlkem-native-avx2,keygen,445,4.9820
mlkem-native-avx2,keygen,446,5.0060
mlkem-native-avx2,keygen,447,5.0380
mlkem-native-avx2,keygen,448,5.0230
mlkem-native-avx2,keygen,449,5.0770
mlkem-native-avx2,keygen,450,5.0030
mlkem-native-avx2,keygen,451,4.9560
mlkem-native-avx2,keygen,452,4.9790
mlkem-native-avx2,keygen,453,4.9790
mlkem-native-avx2,keygen,454,5.0120
mlkem-native-avx2,keygen,455,4.9830
mlkem-native-avx2,keygen,456,4.9690
mlkem-native-avx2,keygen,457,5.0040
mlkem-native-avx2,keygen,458,5.0180
mlkem-native-avx2,keygen,459,4.9910
mlkem-native-avx2,keygen,460,5.0420
mlkem-native-avx2,keygen,461,5.0040
mlkem-native-avx2,keygen,462,4.9590
mlkem-native-avx2,keygen,463,5.0180
mlkem-native-avx2,keygen,464,4.9910
mlkem-native-avx2,keygen,465,4.9850
mlkem-native-avx2,keygen,466,4.9690
mlkem-native-avx2,keygen,467,5.0050
mlkem-native-avx2,keygen,468,4.9820
mlkem-native-avx2,keygen,469,4.9830
mlkem-native-avx2,keygen,470,4.9890
mlkem-native-avx2,keygen,471,5.0260
mlkem-native-avx2,keygen,472,5.0080
mlkem-native-avx2,keygen,473,4.9960
mlkem-native-avx2,keygen,474,4.9680
mlkem-native-avx2,keygen,475,5.0040
mlkem-native-avx2,keygen,476,4.9930
mlkem-native-avx2,keygen,477,5.0540
mlkem-native-avx2,keygen,478,5.0210
mlkem-native-avx2,keygen,479,5.0390
mlkem-native-avx2,keygen,480,5.0390
mlkem-native-avx2,keygen,481,7.1580
mlkem-native-avx2,keygen,482,4.9350
mlkem-native-avx2,keygen,483,4.9340
mlkem-native-avx2,keygen,484,4.9230
mlkem-native-avx2,keygen,485,4.9350
mlkem-native-avx2,keygen,486,4.8970
mlkem-native-avx2,keygen,487,4.8950
mlkem-native-avx2,keygen,488,4.8950
mlkem-native-avx2,keygen,489,4.9470
mlkem-native-avx2,keygen,490,4.8920
mlkem-native-avx2,keygen,491,4.9650
mlkem-native-avx2,keygen,492,4.9250
mlkem-native-avx2,keygen,493,4.9670
mlkem-native-avx2,keygen,494,4.8600
mlkem-native-avx2,keygen,495,4.8850
mlkem-native-avx2,keygen,496,4.8910
mlkem-native-avx2,keygen,497,4.9380
mlkem-native-avx2,keygen,498,4.8800
mlkem-native-avx2,keygen,499,4.9700
mlkem-native-avx2,keygen,500,4.9230
mlkem-native-avx2,keygen,501,4.8670
mlkem-native-avx2,keygen,502,4.8810
mlkem-native-avx2,keygen,503,4.9410
mlkem-native-avx2,keygen,504,5.3670
mlkem-native-avx2,keygen,505,4.9120
mlkem-native-avx2,keygen,506,4.9550
mlkem-native-avx2,keygen,507,4.9350
mlkem-native-avx2,keygen,508,4.8910
mlkem-native-avx2,keygen,509,4.9360
mlkem-native-avx2,keygen,510,4.9270
mlkem-native-avx2,keygen,511,5.6080
mlkem-native-avx2,keygen,512,5.0560
mlkem-native-avx2,keygen,513,5.0570
mlkem-native-avx2,keygen,514,5.0270
mlkem-native-avx2,keygen,515,4.9200
mlkem-native-avx2,keygen,516,4.9400
mlkem-native-avx2,keygen,517,4.9300
mlkem-native-avx2,keygen,518,4.9300
mlkem-native-avx2,keygen,519,4.8750
mlkem-native-avx2,keygen,520,4.8790
mlkem-native-avx2,keygen,521,4.8950
mlkem-native-avx2,keygen,522,4.9030
mlkem-native-avx2,keygen,523,4.8870
mlkem-native-avx2,keygen,524,4.8920
mlkem-native-avx2,keygen,525,4.8630
mlkem-native-avx2,keygen,526,4.8890
mlkem-native-avx2,keygen,527,4.8920
mlkem-native-avx2,keygen,528,4.8800
mlkem-native-avx2,keygen,529,4.9260
mlkem-native-avx2,keygen,530,4.9130
mlkem-native-avx2,keygen,531,17.2020
mlkem-native-avx2,keygen,532,5.0120
mlkem-native-avx2,keygen,533,4.9760
mlkem-native-avx2,keygen,534,4.9910
mlkem-native-avx2,keygen,535,7.9050
mlkem-native-avx2,keygen,536,4.8550
mlkem-native-avx2,keygen,537,5.0360
mlkem-native-avx2,keygen,538,5.0030
mlkem-native-avx2,keygen,539,5.0020
mlkem-native-avx2,keygen,540,4.9710
mlkem-native-avx2,keygen,541,6.0600
mlkem-native-avx2,keygen,542,4.9700
mlkem-native-avx2,keygen,543,4.9150
mlkem-native-avx2,keygen,544,4.8820
mlkem-native-avx2,keygen,545,4.8950
mlkem-native-avx2,keygen,546,4.8540
mlkem-native-avx2,keygen,547,5.3600
mlkem-native-avx2,keygen,548,4.8900
mlkem-native-avx2,keygen,549,4.9060
mlkem-native-avx2,keygen,550,4.9590
mlkem-native-avx2,keygen,551,4.9340
mlkem-native-avx2,keygen,552,4.8620
mlkem-native-avx2,keygen,553,4.8580
mlkem-native-avx2,keygen,554,4.8990
mlkem-native-avx2,keygen,555,4.8960
mlkem-native-avx2,keygen,556,4.9120
mlkem-native-avx2,keygen,557,4.8720
mlkem-native-avx2,keygen,558,4.9040
mlkem-native-avx2,keygen,559,4.8910
mlkem-native-avx2,keygen,560,4.9210
mlkem-native-avx2,keygen,561,4.8520
mlkem-native-avx2,keygen,562,4.9280
mlkem-native-avx2,keygen,563,4.8780
mlkem-native-avx2,keygen,564,4.8920
mlkem-native-avx2,keygen,565,4.8710
mlkem-native-avx2,keygen,566,4.9110
mlkem-native-avx2,keygen,567,4.9340
mlkem-native-avx2,keygen,568,4.9580
mlkem-native-avx2,keygen,569,5.3170
mlkem-native-avx2,keygen,570,4.8970
mlkem-native-avx2,keygen,571,4.9050
mlkem-native-avx2,keygen,572,4.9060
mlkem-native-avx2,keygen,573,4.8950
mlkem-native-avx2,keygen,574,4.8820
mlkem-native-avx2,keygen,575,4.9340
mlkem-native-avx2,keygen,576,4.8660
mlkem-native-avx2,keygen,577,4.8730
mlkem-native-avx2,keygen,578,4.9240
mlkem-native-avx2,keygen,579,4.9320
mlkem-native-avx2,keygen,580,4.9130
mlkem-native-avx2,keygen,581,4.9060
mlkem-native-avx2,keygen,582,4.8930
mlkem-native-avx2,keygen,583,4.8840
mlkem-native-avx2,keygen,584,4.8730
mlkem-native-avx2,keygen,585,4.8960
mlkem-native-avx2,keygen,586,4.9080
mlkem-native-avx2,keygen,587,4.9210
mlkem-native-avx2,keygen,588,4.9160
mlkem-native-avx2,keygen,589,4.9140
mlkem-native-avx2,keygen,590,4.8760
mlkem-native-avx2,keygen,591,5.2610
mlkem-native-avx2,keygen,592,4.9200
mlkem-native-avx2,keygen,593,4.9060
mlkem-native-avx2,keygen,594,4.8820
mlkem-native-avx2,keygen,595,4.8890
mlkem-native-avx2,keygen,596,4.9150
mlkem-native-avx2,keygen,597,4.9300
mlkem-native-avx2,keygen,598,4.9130
mlkem-native-avx2,keygen,599,4.8910
mlkem-native-avx2,keygen,600,4.8980
mlkem-native-avx2,keygen,601,4.9180
mlkem-native-avx2,keygen,602,4.8820
mlkem-native-avx2,keygen,603,4.8650
mlkem-native-avx2,keygen,604,5.2710
mlkem-native-avx2,keygen,605,4.8940
mlkem-native-avx2,keygen,606,4.8760
mlkem-native-avx2,keygen,607,4.9170
mlkem-native-avx2,keygen,608,4.8750
mlkem-native-avx2,keygen,609,4.8830
mlkem-native-avx2,keygen,610,5.2960
mlkem-native-avx2,keygen,611,4.9120
mlkem-native-avx2,keygen,612,4.8990
mlkem-native-avx2,keygen,613,4.9430
mlkem-native-avx2,keygen,614,4.8650
mlkem-native-avx2,keygen,615,4.8840
mlkem-native-avx2,keygen,616,4.8850
mlkem-native-avx2,keygen,617,4.8940
mlkem-native-avx2,keygen,618,4.9050
mlkem-native-avx2,keygen,619,4.9880
mlkem-native-avx2,keygen,620,4.9520
mlkem-native-avx2,keygen,621,4.8580
mlkem-native-avx2,keygen,622,4.9300
mlkem-native-avx2,keygen,623,4.8740
mlkem-native-avx2,keygen,624,4.9500
mlkem-native-avx2,keygen,625,4.9190
mlkem-native-avx2,keygen,626,4.9820
mlkem-native-avx2,keygen,627,4.9610
mlkem-native-avx2,keygen,628,4.9370
mlkem-native-avx2,keygen,629,4.9020
mlkem-native-avx2,keygen,630,4.9170
mlkem-native-avx2,keygen,631,4.9370
mlkem-native-avx2,keygen,632,4.9740
